id,session_id,timestamp,content,embedding,relevance_score,expires_at
7f7bb1df23ef4053a48c7d3b1f27da75,session_20260528_153253,2026-05-28T18:32:54.405935+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-29T18:32:54.405935+00:00
a8f9013f85344d8a844bb56e132b50b9,session_20260528_213948,2026-05-29T00:39:49.441787+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T00:39:49.441787+00:00
a007d51f141a4da7961725aab2d0972c,session_20260529_004202,2026-05-29T03:42:03.059941+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T03:42:03.059941+00:00
c093dd11d20943b28575957505d8cd50,session_20260529_031632,2026-05-29T06:16:36.093497+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T06:16:36.093497+00:00
0e1b8dc24466460e927db7fe541d05df,session_20260529_133913,2026-05-29T16:39:13.488990+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T16:39:13.488990+00:00
52e93a9ab84c4dba9075208df7ef9a20,session_20260529_191140,2026-05-29T22:11:40.290561+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T22:11:40.290561+00:00
d8e07508bc1d40339eec4d3cbc59b765,session_20260529_191312,2026-05-29T22:13:12.564529+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T22:13:12.564529+00:00
d4ec3e3fcd9b4384a967ca7fcecffcca,session_20260529_191326,2026-05-29T22:13:26.554433+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T22:13:26.554433+00:00
a239997f402f44a1b17add4214472063,session_20260529_191337,2026-05-29T22:13:37.203646+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-30T22:13:37.203646+00:00
cd3917fcb66f4e5f8f7fb02153d58a93,session_20260529_230126,2026-05-30T02:01:27.345588+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T02:01:27.345588+00:00
ctx-session_20260530-a741e5,session_20260530_121202,2026-05-30T15:12:08.382306+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T15:12:08.382306+00:00
ctx-session_20260530-7bf287,session_20260530_161925,2026-05-30T19:19:28.770350+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T19:19:28.770350+00:00
ctx-session_20260530-51b5d3,session_20260530_162003,2026-05-30T19:20:03.545042+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T19:20:03.545042+00:00
ctx-session_20260530-b99d9f,session_20260530_162816,2026-05-30T19:28:17.404537+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T19:28:17.404537+00:00
ctx-session_20260530-4a5ea0,session_20260530_162856,2026-05-30T19:28:56.830642+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T19:28:56.830642+00:00
ctx-session_20260530-98b305,session_20260530_165026,2026-05-30T19:50:27.968818+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-05-31T19:50:27.968818+00:00
ctx-session_20260531-bbef91,session_20260531_050831,2026-05-31T08:08:31.697119+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-01T08:08:31.697119+00:00
ctx-session_20260601-f3a5a1,session_20260601_113153,2026-06-01T14:31:53.919214+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T14:31:53.919214+00:00
ctx-session_20260601-7cfe27,session_20260601_171723,2026-06-01T20:17:24.365165+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T20:17:24.365165+00:00
ctx-session_20260601-1d9dc7,session_20260601_181152,2026-06-01T21:11:52.467575+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T21:11:52.467575+00:00
ctx-session_20260601-66faec,session_20260601_194326,2026-06-01T22:43:27.133744+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T22:43:27.133744+00:00
ctx-session_20260601-de8add,session_20260601_194354,2026-06-01T22:43:55.182695+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T22:43:55.182695+00:00
ctx-session_20260601-b641b0,session_20260601_194841,2026-06-01T22:48:42.335946+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T22:48:42.335946+00:00
ctx-session_20260601-73c529,session_20260601_195148,2026-06-01T22:51:48.440096+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-02T22:51:48.440096+00:00
ctx-session_20260601-c3db5a,session_20260601_220514,2026-06-02T01:05:22.150568+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-03T01:05:22.150568+00:00
ctx-session_20260602-56b6e8,session_20260602_051310,2026-06-02T08:13:19.922356+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-03T08:13:19.922356+00:00
ctx-session_20260602-128deb,session_20260602_110310,2026-06-02T14:03:20.858346+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-03T14:03:20.858346+00:00
ctx-session_20260602-f0ae72,session_20260602_133442,2026-06-02T16:34:43.675690+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-03T16:34:43.675690+00:00
ctx-session_20260602-25fc54,session_20260602_184758,2026-06-02T21:48:03.707714+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-03T21:48:03.707714+00:00
ctx-session_20260603-f616d5,session_20260603_001222,2026-06-03T03:12:26.010229+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-04T03:12:26.010229+00:00
ctx-session_20260603-32ebdc,session_20260603_110547,2026-06-03T14:05:49.942946+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-04T14:05:49.942946+00:00
ctx-session_20260605-7b3e4e,session_20260605_123456,2026-06-05T15:34:57.350360+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-06T15:34:57.350360+00:00
ctx-session_20260608-59eed8,session_20260608_184655,2026-06-08T21:46:56.744926+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-09T21:46:56.744926+00:00
ctx-session_20260609-15a599,session_20260609_050519,2026-06-09T08:05:23.060754+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-10T08:05:23.060754+00:00
ctx-session_20260609-930ca0,session_20260609_163950,2026-06-09T19:39:54.009224+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-10T19:39:54.009224+00:00
ctx-session_20260609-43a8ec,session_20260609_234938,2026-06-10T02:49:38.717566+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-11T02:49:38.717566+00:00
ctx-session_20260610-6fc5d9,session_20260610_110947,2026-06-10T14:09:48.912021+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-11T14:09:48.912021+00:00
ctx-session_20260611-7ab8fd,session_20260611_143639,2026-06-11T17:36:39.964418+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-12T17:36:39.964418+00:00
ctx-session_20260612-ccd545,session_20260612_011920,2026-06-12T04:19:21.181513+00:00,"{""event"": ""engine_start"", ""version"": ""0.1.0"", ""agents"": {""context-manager"": ""ready"", ""task-coordinator"": ""ready"", ""insight-generator"": ""ready"", ""reminder-system"": ""ready"", ""report-generator"": ""ready"", ""knowledge-indexer"": ""ready"", ""mcp-agent"": ""ready"", ""github-agent"": ""ready""}}",,1.0,2026-06-13T04:19:21.181513+00:00
