id,company_id,job_title,job_url,job_description,salary_range,location,remote,status,applied_date,notes,created_at,updated_at
app_company_unknown_company_acessibilidade___pra_todos_verem,company_unknown_company,Acessibilidade - Pra Todos Verem,https://www.linkedin.com/posts/acessibilidade-pratodosverem-share-7455707937349562368--e5q?utm_source=social_share_send&utm_medium=ios_app&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4&utm_campaign=copy_link,,,,0,saved,,"Imported from WhatsApp chat on 2026-05-02. Sent by Tams Braga.

## Message Context

> https://www.linkedin.com/posts/acessibilidade-pratodosverem-share-7455707937349562368--e5q?utm_source=social_share_send&utm_medium=ios_app&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4&utm_campaign=copy_link

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-05-02
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/posts/acessibilidade-pratodosverem-share-7455707937349562368--e5q?utm_source=social_share_send&utm_medium=ios_app&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4&utm_campaign=copy_link
- **Final URL:** https://www.linkedin.com/posts/acessibilidade-pratodosverem-share-7455707937349562368--e5q?utm_source=social_share_send&utm_medium=ios_app&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4&utm_campaign=copy_link",2026-06-12T05:19:47.223531+00:00,2026-06-12T05:19:47.223531+00:00
app_company_alana_ai_job_opportunity,company_alana_ai,Job Opportunity,https://www.linkedin.com/jobs/view/4395558792,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alana AI:
https://www.linkedin.com/jobs/view/4395558792

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4395558792
- **Final URL:** https://www.linkedin.com/jobs/view/4395558792",2026-06-12T05:19:47.225144+00:00,2026-06-12T05:19:47.225144+00:00
app_company_alandar_gerente_de_comunicação_estratégica___openai,company_alandar,Gerente de Comunicação Estratégica - OpenAI,https://www.linkedin.com/jobs/view/4406495690,,,,0,saved,,"Imported from WhatsApp chat on 2026-05-04. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alandar: Gerente de Comunicação Estratégica - OpenAI https://www.linkedin.com/jobs/view/4406495690

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-05-04
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4406495690
- **Final URL:** https://www.linkedin.com/jobs/view/4406495690",2026-06-12T05:19:47.225904+00:00,2026-06-12T05:19:47.225904+00:00
app_company_alignerr_ai_language_expert___portuguese,company_alignerr,AI Language Expert - Portuguese,https://www.linkedin.com/jobs/view/4391959691,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr: AI Language Expert - Portuguese https://www.linkedin.com/jobs/view/4391959691

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4391959691
- **Final URL:** https://www.linkedin.com/jobs/view/4391959691",2026-06-12T05:19:47.226755+00:00,2026-06-12T05:19:47.226755+00:00
app_company_alignerr_ai_training_specialist,company_alignerr,AI Training Specialist,https://www.linkedin.com/jobs/view/4389049157,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr: AI Training Specialist https://www.linkedin.com/jobs/view/4389049157

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4389049157
- **Final URL:** https://www.linkedin.com/jobs/view/4389049157",2026-06-12T05:19:47.227590+00:00,2026-06-12T05:19:47.227590+00:00
app_company_alignerr_docente,company_alignerr,Docente,https://www.linkedin.com/jobs/view/4389041589,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr:
https://www.linkedin.com/jobs/view/4389041589

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4389041589
- **Final URL:** https://www.linkedin.com/jobs/view/4389041589",2026-06-12T05:19:47.228441+00:00,2026-06-12T05:19:47.228441+00:00
app_company_alignerr_entrepreneurship_instructor_(ai_training),company_alignerr,Entrepreneurship Instructor (AI Training),https://www.linkedin.com/jobs/view/4395004479,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr: Entrepreneurship Instructor (AI Training) https://www.linkedin.com/jobs/view/4395004479

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4395004479
- **Final URL:** https://www.linkedin.com/jobs/view/4395004479",2026-06-12T05:19:47.229178+00:00,2026-06-12T05:19:47.229178+00:00
app_company_alignerr_management_&_leadership_instructor,company_alignerr,Management & Leadership Instructor,https://www.linkedin.com/jobs/view/4392027534,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-02. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr: Management & Leadership Instructor https://www.linkedin.com/jobs/view/4392027534

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-02
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4392027534
- **Final URL:** https://www.linkedin.com/jobs/view/4392027534",2026-06-12T05:19:47.230039+00:00,2026-06-12T05:19:47.230039+00:00
app_company_alignerr_marketing_instructor,company_alignerr,Marketing Instructor,https://www.linkedin.com/jobs/view/4395004469,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-06. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Alignerr: Marketing Instructor https://www.linkedin.com/jobs/view/4395004469

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-06
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4395004469
- **Final URL:** https://www.linkedin.com/jobs/view/4395004469",2026-06-12T05:19:47.230975+00:00,2026-06-12T05:19:47.230975+00:00
app_company_arco_educação_especialista_educacional___socioemocional,company_arco_educação,Especialista Educacional - Socioemocional,https://www.linkedin.com/jobs/view/4339322248,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Arco Educação: Especialista Educacional - Socioemocional https://www.linkedin.com/jobs/view/4339322248

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4339322248
- **Final URL:** https://www.linkedin.com/jobs/view/4339322248",2026-06-12T05:19:47.231680+00:00,2026-06-12T05:19:47.231680+00:00
app_company_associação_nova_escola_pessoa_consultora_de_projetos_em_territórios_(pj),company_associação_nova_escola,Pessoa Consultora de Projetos em Territórios (PJ),https://www.linkedin.com/jobs/view/4391063963,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-02. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Associação Nova Escola: Pessoa Consultora de Projetos em Territórios (PJ) https://www.linkedin.com/jobs/view/4391063963

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-02
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4391063963
- **Final URL:** https://www.linkedin.com/jobs/view/4391063963",2026-06-12T05:19:47.233136+00:00,2026-06-12T05:19:47.233136+00:00
app_company_atlas_technologies_pessoa_analista_de_dho___sênior__home_office,company_atlas_technologies,Pessoa Analista de DHO - Sênior- Home Office,https://www.linkedin.com/jobs/view/4369573953,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Atlas Technologies: Pessoa Analista de DHO - Sênior- Home Office https://www.linkedin.com/jobs/view/4369573953

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4369573953
- **Final URL:** https://www.linkedin.com/jobs/view/4369573953",2026-06-12T05:19:47.233917+00:00,2026-06-12T05:19:47.233917+00:00
app_company_atua_agro_consultor_comercial_de_serviços_de_rh,company_atua_agro,Consultor Comercial de Serviços de RH,https://www.linkedin.com/jobs/view/4390043990,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga: CONSULTOR COMERCIAL de serviços de RH https://www.linkedin.com/jobs/view/4390043990

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4390043990
- **Final URL:** https://www.linkedin.com/jobs/view/4390043990",2026-06-12T05:19:47.234594+00:00,2026-06-12T05:19:47.234594+00:00
app_company_b_lab_global_job_opportunity,company_b_lab_global,Job Opportunity,https://www.linkedin.com/posts/rodrigo-c-gaspar_b-lab-global-share-7458654498862006272-ccb0?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4,,,,0,saved,,"Imported from WhatsApp chat on 2026-05-15. Sent by Tams Braga.

## Message Context

> https://www.linkedin.com/posts/rodrigo-c-gaspar_b-lab-global-share-7458654498862006272-ccb0?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-05-15
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/posts/rodrigo-c-gaspar_b-lab-global-share-7458654498862006272-ccb0?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4
- **Final URL:** https://www.linkedin.com/posts/rodrigo-c-gaspar_b-lab-global-share-7458654498862006272-ccb0?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4",2026-06-12T05:19:47.235319+00:00,2026-06-12T05:19:47.235319+00:00
app_company_bairesdev_gerente_sênior_de_pessoal,company_bairesdev,Gerente Sênior de Pessoal,https://www.linkedin.com/jobs/view/4385244266,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-18. Sent by Tams Braga.

## Message Context

> Confira esta vaga na BairesDev:
https://www.linkedin.com/jobs/view/4385244266

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-18
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4385244266
- **Final URL:** https://www.linkedin.com/jobs/view/4385244266",2026-06-12T05:19:47.236151+00:00,2026-06-12T05:19:47.236151+00:00
app_company_bernoulli_educação_consultor_experiencia_tecnologia_educacional,company_bernoulli_educação,CONSULTOR EXPERIENCIA TECNOLOGIA EDUCACIONAL,https://www.linkedin.com/jobs/view/4366602443,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Bernoulli Educação: CONSULTOR EXPERIENCIA TECNOLOGIA EDUCACIONAL https://www.linkedin.com/jobs/view/4366602443

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4366602443
- **Final URL:** https://www.linkedin.com/jobs/view/4366602443",2026-06-12T05:19:47.236823+00:00,2026-06-12T05:19:47.236823+00:00
app_company_brazil_tang_gestora_de_projetos,company_brazil_tang,Gestora de Projetos,https://www.linkedin.com/posts/marlonreis_vaga-gestora-de-projetos-a-brazil-tang-share-7452351998294638592-9FzU?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-25. Sent by Tams Braga.

## Message Context

> https://www.linkedin.com/posts/marlonreis_vaga-gestora-de-projetos-a-brazil-tang-share-7452351998294638592-9FzU?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-25
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/posts/marlonreis_vaga-gestora-de-projetos-a-brazil-tang-share-7452351998294638592-9FzU?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4
- **Final URL:** https://www.linkedin.com/posts/marlonreis_vaga-gestora-de-projetos-a-brazil-tang-share-7452351998294638592-9FzU?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4",2026-06-12T05:19:47.237688+00:00,2026-06-12T05:19:47.237688+00:00
app_company_cactus_communications_consultor_de_rh,company_cactus_communications,Consultor de RH,https://www.linkedin.com/jobs/view/4372494409,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-18. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Cactus Communications:
https://www.linkedin.com/jobs/view/4372494409

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-18
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4372494409
- **Final URL:** https://www.linkedin.com/jobs/view/4372494409",2026-06-12T05:19:47.238530+00:00,2026-06-12T05:19:47.238530+00:00
app_company_caju_job_opportunity,company_caju,Job Opportunity,https://www.linkedin.com/jobs/view/4390554946,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-26. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Caju:
https://www.linkedin.com/jobs/view/4390554946

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-26
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4390554946
- **Final URL:** https://www.linkedin.com/jobs/view/4390554946",2026-06-12T05:19:47.239177+00:00,2026-06-12T05:19:47.239177+00:00
app_company_capco_consultor_especialista_em_gestão_e_liderança___híbrido/rio_d,company_capco,Consultor Especialista em Gestão e Liderança - Híbrido/Rio de Janeiro,https://www.linkedin.com/jobs/view/4396024039,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-06. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Capco: Consultor Especialista em Gestão e Liderança - Híbrido/Rio de Janeiro https://www.linkedin.com/jobs/view/4396024039

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-06
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4396024039
- **Final URL:** https://www.linkedin.com/jobs/view/4396024039",2026-06-12T05:19:47.239890+00:00,2026-06-12T05:19:47.239890+00:00
app_company_capco_consultor_especialista_em_gestão_e_liderança___híbrido_|_rio,company_capco,Consultor Especialista em Gestão e Liderança - Híbrido | Rio de Janeiro,https://www.linkedin.com/jobs/view/4333406716,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Capco: Consultor Especialista em Gestão e Liderança - Híbrido | Rio de Janeiro https://www.linkedin.com/jobs/view/4333406716

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4333406716
- **Final URL:** https://www.linkedin.com/jobs/view/4333406716",2026-06-12T05:19:47.240580+00:00,2026-06-12T05:19:47.240580+00:00
app_company_clara_diretor(a)_de_recursos_humanos,company_clara,Diretor(a) de Recursos Humanos,https://www.linkedin.com/jobs/view/4382147930,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-07. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Clara:
https://www.linkedin.com/jobs/view/4382147930

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-07
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4382147930
- **Final URL:** https://www.linkedin.com/jobs/view/4382147930",2026-06-12T05:19:47.241345+00:00,2026-06-12T05:19:47.241345+00:00
app_company_unknown_company_consultoria_selo_pnud,company_unknown_company,Consultoria SELO PNUD,https://www.linkedin.com/posts/viviansza_oportunidade-consultoria-selopnud-share-7449892691636789248-hIKl?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-15. Sent by Tams Braga.

## Message Context

> https://www.linkedin.com/posts/viviansza_oportunidade-consultoria-selopnud-share-7449892691636789248-hIKl?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-15
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/posts/viviansza_oportunidade-consultoria-selopnud-share-7449892691636789248-hIKl?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4
- **Final URL:** https://www.linkedin.com/posts/viviansza_oportunidade-consultoria-selopnud-share-7449892691636789248-hIKl?utm_source=share&utm_medium=member_ios&rcm=ACoAABRsb90BB5xBD6NoG_mnWjCWiRhsdQmzbk4",2026-06-12T05:19:47.242690+00:00,2026-06-12T05:19:47.242690+00:00
app_company_convenia_produtor_editorial,company_convenia,Produtor Editorial,https://www.linkedin.com/jobs/view/4388405142,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Convenia:
https://www.linkedin.com/jobs/view/4388405142

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4388405142
- **Final URL:** https://www.linkedin.com/jobs/view/4388405142",2026-06-12T05:19:47.243365+00:00,2026-06-12T05:19:47.243365+00:00
app_company_crossing_hurdles_rehabilitation_specialist_|_remote,company_crossing_hurdles,Rehabilitation Specialist | Remote,https://www.linkedin.com/jobs/view/4374916863,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Crossing Hurdles: Rehabilitation Specialist | Remote https://www.linkedin.com/jobs/view/4374916863

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4374916863
- **Final URL:** https://www.linkedin.com/jobs/view/4374916863",2026-06-12T05:19:47.244328+00:00,2026-06-12T05:19:47.244328+00:00
"app_company_crossover_vp_of_talent_operations_(remote)___$200,000/year_usd",company_crossover,"VP of Talent Operations (Remote) - $200,000/year USD",https://www.linkedin.com/jobs/view/4389835898,,,,0,saved,,"Imported from WhatsApp chat on 2026-03-31. Sent by Tams Braga.

## Message Context

> Confira esta vaga na Crossover: VP of Talent Operations (Remote) - $200,000/year USD https://www.linkedin.com/jobs/view/4389835898

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-03-31
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4389835898
- **Final URL:** https://www.linkedin.com/jobs/view/4389835898",2026-06-12T05:19:47.246248+00:00,2026-06-12T05:19:47.246248+00:00
app_company_dot_digital_group_pesquisador_de_campo,company_dot_digital_group,Pesquisador de Campo,https://www.linkedin.com/jobs/view/4383281358,,,,0,saved,,"Imported from WhatsApp chat on 2026-04-06. Sent by Tams Braga.

## Message Context

> Confira esta vaga na DOT Digital Group:
https://www.linkedin.com/jobs/view/4383281358

## Source

- **Imported from:** WhatsApp chat export
- **Date shared:** 2026-04-06
- **Sent by:** Tams Braga
- **Original URL:** https://www.linkedin.com/jobs/view/4383281358
- **Final URL:** https://www.linkedin.com/jobs/view/4383281358",2026-06-12T05:19:47.247336+00:00,2026-06-12T05:19:47.247336+00:00
